id,quest_id,seq_index,text
1113,1182,0,{0xFFFFFF00}为了胡须张去蛇腹窟击退20只糯米肠{END}。
1114,1183,0,去{0xFFFFFF00}竹林击退箭骨头，收集20个[ 受诅咒的骨头 ]给精灵匠人{END}。
1115,1184,0,{0xFFFFFF00}击退蛇腹窟的黄金猎犬，收集20个[ 黄金劣犬的牙 ]拿给精灵匠人{END}
1116,1185,0,{0xFFFFFF00}在蛇腹窟击退糯米肠，收集20个[ 糯米肠的蛋 ]给路边摊{END}吧
1117,1186,0,击退{0xFFFFFF00}蛇腹窟的蜘蛛人，收集15个[ 蛛蛛人的脚 ]给路边摊{END}。
1118,1187,0,击退{0xFFFFFF00}竹林的独角天狗仙，收集15个[ 独脚天狗仙的角 ]拿给精灵匠人{END}。
1119,1188,0,收集{0xFFFFFF00}竹林的5个[ 独脚天狗仙的角 ]和7个[ 双节龙的牙齿 ]拿给冥珠城银行{END}。
1120,1189,0,通过黄泉结界高僧进入到异界门，完成汉谟拉比商人处领取的{0xFFFFFF00}[ 凶徒地狱-邪恶魔王犬 ]{END}黄泉任务之后回到冥珠城道明寺那儿。
1121,1190,0,在岳秀洞矿工处购买[ 镐头 ]，经过采矿获取[ 灰煤 ]后给岳秀洞矿工送去吧。
1122,1191,0,提炼一下行囊中的100个蓝水晶石看看吧。
1123,1192,0,收集块石强化装备吧。
1124,1193,0,收集块石强化首饰吧。
1125,1194,0,收集属性材料，试着进行[属性强化]吧。
1126,1195,0,通过黄泉结界高僧进入异界门见见承宪道僧吧。
1127,1196,0,去灵游记商店帮清阴关大娘找回丢失的针。
1128,1197,0,在各个村的[强灵爷爷]那里可以接收。
1129,1198,0,在钓鱼场钓1只鲫鱼给清野江钓具店送去吧。
1130,1199,0,可以在清阴关的[ 哞读册 ]处完成任务。
1131,1201,0,去训练所长广柱那里看看吧。
1132,1202,0,去艾里村长老那里看看吧。
1136,1206,0,击退蛇腹窟的{0xFFFFFF00}狗骨头，功力达40之后{END}回到{0xFFFFFF00}西米路{END}处。
1137,1207,0,替{0xFFFFFF00}西米路{END}击退{0xFFFFFF00}狗骨头{END}取回{0xFFFFFF00}金刚戒指和金刚项链{END}。
1138,1208,0,通过黄泉结界高僧进入异界门后，击退{0xFFFFFF00}险峻地狱{END}的猪大长。
1139,1209,0,去见冥珠城东边的{0xFFFFFF00}冥珠城宝芝林{END}。
1140,1210,0,去{0xFFFFFF00}竹林{END}击退{0xFFFFFF00}美丽人参{END}收集{0xFFFFFF00}20个山参{END}拿给西米路。
1141,1211,0,到达{0xFFFFFF00}50功力{END}后去找{0xFFFFFF00}西米路{END}。
1142,1212,0,如果没有选择{0xFFFFFF00}派系{END}的话，先去找{0xFFFFFF00}白斩姬{END}或者{0xFFFFFF00}乌骨鸡{END}选择派系后，再去{0xFFFFFF00}冥珠城宝芝林{END}处吧。
1143,1213,0,去找{0xFFFFFF00}冥珠城东边{END}的{0xFFFFFF00}老当家{END}。
1144,1214,0,去{0xFFFFFF00}竹林{END}击退{0xFFFFFF00}美丽人参{END}收集{0xFFFFFF00}20个山参{END}拿给老当家。
1145,1215,0,去找{0xFFFFFF00}冥珠城北边{END}的{0xFFFFFF00}冥珠城武器店{END}。
1146,1216,0,通过{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}冥珠城井台{END}移动到{0xFFFFFF00}青岳秀洞{END}，击退{0xFFFFFF00}40只飞头鬼{END}。
1147,1217,0,去找{0xFFFFFF00}冥珠城西边{END}的{0xFFFFFF00}冥珠城哞读册{END}处。
1148,1218,0,从{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}偷笔怪盗{END}处找回{0xFFFFFF00}黄金佛像{END}，还给冥珠城哞读册。
1149,1219,0,给{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}偷笔怪盗{END}送去{0xFFFFFF00}黄金佛像{END}。
1150,1220,0,击退{0xFFFFFF00}青岳秀洞{END}的{0xFFFFFF00}飞头鬼{END}收集{0xFFFFFF00}10个黑粉{END}。
1151,1221,0,去找{0xFFFFFF00}冥珠城东边{END}的{0xFFFFFF00}冥珠城名田瞧{END}。
1152,1222,0,击退冥珠平原的{0xFFFFFF00}狼牙棒叔叔{END}，收集{0xFFFFFF00}25个断掉的棒子{END}拿给{0xFFFFFF00}冥珠城名田瞧{END}。
1153,1223,0,去找{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}冥珠城服装店{END}。
1154,1224,0,击退{0xFFFFFF00}冥珠平原{END}的{0xFFFFFF00}红衣小女孩{END}，收集{0xFFFFFF00}15个木屐{END}拿给{0xFFFFFF00}冥珠城服装店{END}。
1155,1225,0,回到{0xFFFFFF00}冥珠城东边{END}的{0xFFFFFF00}冥珠城名田瞧{END}处。
1156,1226,0,回到{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}偷笔怪盗{END}处。
1157,1227,0,击退{0xFFFFFF00}冥珠平原{END}的{0xFFFFFF00}独角阿鲁巴巴{END}，收集{0xFFFFFF00}25个断掉的链子{END}拿给{0xFFFFFF00}偷笔怪盗{END}。
1158,1228,0,去{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}冥珠城银行{END}处。
1159,1229,0,击退{0xFFFFFF00}冥珠平原{END}的{0xFFFFFF00}大胡子{END}，收集{0xFFFFFF00}20个大胡子的牙齿{END}拿给冥珠都城的{0xFFFFFF00}冥珠城父母官{END}。
1160,1230,0,击退{0xFFFFFF00}冥珠平原{END}的{0xFFFFFF00}夺命鬼萝莉{END}，收集{0xFFFFFF00}20个夺命鬼萝莉的舌头{END}拿给{0xFFFFFF00}皇宫武士魏朗{END}。
1161,1231,0,给{0xFFFFFF00}冥珠都城{END}的{0xFFFFFF00}冥珠城父母官{END}转达{0xFFFFFF00}皇宫圣旨{END}。
1162,1232,0,通过{0xFFFFFF00}冥珠城井台{END}去{0xFFFFFF00}青岳秀洞{END}击退{0xFFFFFF00}黄蜗牛{END}，收集{0xFFFFFF00}25个黄蜗牛的壳{END}给{0xFFFFFF00}冥珠城父母官{END}。
1163,1233,0,快去{0xFFFFFF00}冥珠城东边{END}的{0xFFFFFF00}哭泣美眉{END}那儿看看。
1164,1234,0,通过{0xFFFFFF00}冥珠城井台{END}去青岳秀洞，击退蓝蜗牛收集20个蓝蜗牛的壳拿给哭泣美眉。
1165,1235,0,去找{0xFFFFFF00}冥珠城南边{END}的{0xFFFFFF00}冥珠城银行{END}。
1166,1236,0,通过{0xFFFFFF00}冥珠城井台{END}到达{0xFFFFFF00}青岳秀洞{END}，击退{0xFFFFFF00}大目王{END}收集{0xFFFFFF00}5个大目王的头发{END}，交给{0xFFFFFF00}冥珠城西{END}的{0xFFFFFF00}衫菜{END}。
1167,1237,0,击退{0xFFFFFF00}龙林山{END}上的{0xFFFFFF00}桶装黄鼠狼{END}，收集{0xFFFFFF00}20个桶装黄鼠狼的毛{END}拿给{0xFFFFFF00}冥珠城服装店{END}。
1168,1238,0,去{0xFFFFFF00}冥珠都城{END}找{0xFFFFFF00}冥珠城父母官{END}。
1169,1239,0,通过冥珠城井台去{0xFFFFFF00}青岳秀洞{END}击退蓝蜗牛，收集{0xFFFFFF00}25个蓝蜗牛的壳{END}拿给冥珠城父母官。
1170,1240,0,击退{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}黑熊{END}收集{0xFFFFFF00}20个熊胆{END}，给龙林客栈的{0xFFFFFF00}来坐老板娘{END}送去吧。
1171,1241,0,把{0xFFFFFF00}西米路的玉项链{END}交给龙林客栈的{0xFFFFFF00}南呱湃{END}。
1172,1242,0,击退{0xFFFFFF00}龙林山的桶装黄鼠狼{END}，收集{0xFFFFFF00}20个桶装黄鼠狼的毛{END}拿给{0xFFFFFF00}南呱湃{END}。
1173,1243,0,击退{0xFFFFFF00}龙林山的多拉B梦{END}，收集{0xFFFFFF00}20个多拉B梦尾巴{END}拿给{0xFFFFFF00}南呱湃{END}。
1174,1244,0,击退{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}黑熊{END}，收集{0xFFFFFF00}20个熊胆{END}拿给龙林客栈的{0xFFFFFF00}南呱湃{END}。
1175,1245,0,击退{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}多拉B梦{END}，收集{0xFFFFFF00}30个多拉B梦尾巴{END}拿给{0xFFFFFF00}樵夫{END}。
1176,1246,0,击退{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}黑熊{END}，收集{0xFFFFFF00}20个熊胆{END}拿给龙林山的{0xFFFFFF00}受伤的鹿{END}。
1177,1247,0,去见{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}土地公{END}。
1178,1248,0,击退{0xFFFFFF00}龙林山{END}的{0xFFFFFF00}40只{END}{0xFFFFFF00}黑熊{END}之后回到{0xFFFFFF00}土地公{END}处。
1179,1249,0,回到{0xFFFFFF00}龙林客栈{END}的{0xFFFFFF00}南呱湃{END}处。
1180,1250,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}大菜头{END}，收集{0xFFFFFF00}20个电碳{END}拿给{0xFFFFFF00}来坐老板娘{END}。
1181,1251,0,击退{0xFFFFFF00}黄岳秀洞{END}的{0xFFFFFF00}红蜗牛{END}，收集{0xFFFFFF00}20个红蜗牛的壳{END}拿给{0xFFFFFF00}来坐老板娘{END}。
1182,1252,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}铁牛运功散{END}，收集{0xFFFFFF00}20个肉块{END}拿给{0xFFFFFF00}龙林城北边{END}的{0xFFFFFF00}龙林派师兄{END}。
1183,1253,0,达到{0xFFFFFF00}80功力{END}后，回去找{0xFFFFFF00}龙林派师兄{END}。
1184,1254,0,击退{0xFFFFFF00}冥珠平原{END}的{0xFFFFFF00}大胡子{END}，收集{0xFFFFFF00}20个大胡子的牙齿{END}拿给{0xFFFFFF00}龙林客栈{END}的{0xFFFFFF00}最强舞者郑贤{END}。
1185,1255,0,去{0xFFFFFF00}冥珠平原{END}击退{0xFFFFFF00}1只鸡冠呛{END}之后回到{0xFFFFFF00}最强舞者郑贤{END}处。
1186,1256,0,去见{0xFFFFFF00}龙林谷入口{END}的{0xFFFFFF00}受伤的工人{END}。
1187,1257,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}虾米狼{END}，收集{0xFFFFFF00}20张虾米狼的皮{END}拿给{0xFFFFFF00}受伤的工人{END}。
1188,1258,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}八豆妖{END}，收集{0xFFFFFF00}30个八豆妖的烂衣{END}拿给{0xFFFFFF00}受伤的工人{END}。
1189,1259,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}大菜头{END}，收集{0xFFFFFF00}20个电碳{END}拿给{0xFFFFFF00}受伤的工人{END}。
1190,1260,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}八豆妖和虾米狼{END}之后，收集{0xFFFFFF00}10个八豆妖的烂衣和10张虾米狼的皮{END}拿给{0xFFFFFF00}受伤的工人{END}。
1191,1261,0,击退{0xFFFFFF00}龙林谷{END}的{0xFFFFFF00}铁牛运功散{END}，收集{0xFFFFFF00}20个肉块{END}拿给{0xFFFFFF00}受伤的工人{END}。
1192,1262,0,去{0xFFFFFF00}龙林城北{END}见{0xFFFFFF00}龙林城父母官{END}。
1193,1263,0,通过{0xFFFFFF00}黄泉结界高僧{END}去{0xFFFFFF00}暗血地狱{END}击退怪物。
1194,1264,0,去找{0xFFFFFF00}冥珠城东边{END}的{0xFFFFFF00}老当家{END}。
1198,1268,0,去找{0xFFFFFF00}[ 龙林城南边 ]{END}的{0xFFFFFF00}[ 懒惰鬼 ]{END}。
1199,1269,0,去找{0xFFFFFF00}[ 龙林城南边 ]{END}的{0xFFFFFF00}[ 皇宫武士陈调 ]{END}。
1200,1270,0,击退{0xFFFFFF00}[铁腕川]{END}的{0xFFFFFF00}[歇顶龟龟]{END}，收集{0xFFFFFF00}[30个歇顶龟龟壳]{END}交给{0xFFFFFF00}[皇宫武士陈调]{END}。
1201,1271,0,击退{0xFFFFFF00}[铁腕川]{END}的{0xFFFFFF00}[鬼新娘]{END}，收集{0xFFFFFF00}[30个彩缎]{END}交给{0xFFFFFF00}[皇宫武士陈调]{END}。
1202,1272,0,去{0xFFFFFF00}[龙林城南边]{END}寻找{0xFFFFFF00}[龙林城害了了防具店]{END}。
1203,1273,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[白发老妖]{END}，收集{0xFFFFFF00}[30个白灰粉]{END}交给{0xFFFFFF00}[龙林城害了了防具店]{END}。
1204,1274,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[白发老妖]{END}，收集{0xFFFFFF00}[30个白灰粉]{END}交给{0xFFFFFF00}[龙林城金系系武器店]{END}。
1205,1275,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[鬼新娘和白发老妖]{END}，收集{0xFFFFFF00}[彩缎和白灰粉各15个]{END}交给{0xFFFFFF00}[龙林城害了了防具店]{END}。
1206,1276,0,去{0xFFFFFF00}[龙林城南边]{END}寻找{0xFFFFFF00}[懒惰鬼]{END}。
1207,1277,0,去{0xFFFFFF00}[龙林城北边]{END}寻找{0xFFFFFF00}[龙林派师兄]{END}。
1208,1278,0,去{0xFFFFFF00}[龙林城南边]{END}寻找{0xFFFFFF00}[龙林派师弟]{END}。
1209,1279,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[饿死鬼]{END}，收集{0xFFFFFF00}[30个水瓢]{END}交给{0xFFFFFF00}[龙林派师弟]{END}。
1210,1280,0,去{0xFFFFFF00}[龙林城西边]{END}寻找{0xFFFFFF00}[龙林城宝芝林]{END}。
1211,1281,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[白发老妖]{END}，收集{0xFFFFFF00}[30个白灰粉]{END}交给{0xFFFFFF00}[龙林城宝芝林]{END}。
1212,1282,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[石碑怪]{END}，收集{0xFFFFFF00}[30个石碑碎片]{END}交给{0xFFFFFF00}[龙林城金系系武器店]{END}。
1213,1283,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[饿死鬼]{END}，收集{0xFFFFFF00}[30个水瓢]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1214,1284,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[石碑怪]{END}，收集{0xFFFFFF00}[30个石碑碎片]{END}交给{0xFFFFFF00}[龙林城银行]{END}。
1215,1285,0,去找{0xFFFFFF00}[ 龙林城南边 ]{END}的{0xFFFFFF00}[ 懒惰鬼 ]{END}。
1216,1286,0,去{0xFFFFFF00}[韩野都城]{END}寻找{0xFFFFFF00}[高一燕]{END}。
1217,1287,0,去{0xFFFFFF00}[韩野村南边]{END}寻找{0xFFFFFF00}[土著民沈叶浪]。
1218,1288,0,去{0xFFFFFF00}[韩野村南边的宝芝林内部]{END}寻找{0xFFFFFF00}[土著民副族长]{END}。
1219,1289,0,去{0xFFFFFF00}[兰霉匠军队营地]{END}寻找{0xFFFFFF00}[皇宫武士柳江]{END}。
1220,1290,0,去{0xFFFFFF00}[韩野村南边]{END}寻找{0xFFFFFF00}[土著民沈叶浪]。
1221,1291,0,去{0xFFFFFF00}[韩野村码头]{END}寻找{0xFFFFFF00}[研究船的人]{END}。
1222,1292,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[石碑怪和饿死鬼]{END}，收集{0xFFFFFF00}[石碑碎片和水瓢各20个]{END}交给{0xFFFFFF00}[研究船的人]{END}。
1223,1293,0,达到{0xFFFFFF00}[68功力]{END}后，去{0xFFFFFF00}[韩野都城]{END}找{0xFFFFFF00}[高一燕]{END}。
1224,1294,0,去找{0xFFFFFF00}[ 龙林城南边 ]{END}的{0xFFFFFF00}[ 皇宫武士陈调 ]{END}。
1225,1295,0,去{0xFFFFFF00}[龙林城南边]{END}寻找{0xFFFFFF00}[龙林派师弟]{END}。
1226,1296,0,去{0xFFFFFF00}[龙林城南边]{END}寻找{0xFFFFFF00}[龙林城金系系武器店]{END}。
1227,1297,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[独眼跳跳]{END}，收集{0xFFFFFF00}[30个毒囊包]{END}交给{0xFFFFFF00}[龙林城金系系武器店]{END}。
1228,1298,0,去{0xFFFFFF00}[岳秀洞矿山]{END}采集{0xFFFFFF00}[5个蓝奇石]{END}后，回到{0xFFFFFF00}[龙林城金系系武器店]{END}处。
1229,1299,0,击退{0xFFFFFF00}[铁腕山]{END}的{0xFFFFFF00}[独眼跳跳]{END}，收集{0xFFFFFF00}[30个毒囊包]{END}交给{0xFFFFFF00}[龙林派师弟]{END}。
1230,1300,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[树妖]{END}，收集{0xFFFFFF00}[30个树枝]{END}交给{0xFFFFFF00}[龙林派师弟]{END}。
1231,1301,0,击退{0xFFFFFF00}[隐藏的铁腕山(3)]{END}的{0xFFFFFF00}[1只羊逃之]{END}后回到{0xFFFFFF00}[龙林派师弟]{END}处。
1232,1302,0,去{0xFFFFFF00}[龙林城西边]{END}寻找{0xFFFFFF00}[龙林银行]{END}吧。
1233,1303,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[树妖]{END}，收集{0xFFFFFF00}[30个树枝]{END}交给{0xFFFFFF00}[龙林银行]{END}。
1234,1304,0,击退{0xFFFFFF00}[隐藏的铁腕山(3)]{END}的{0xFFFFFF00}[羊逃之]{END}，收集{0xFFFFFF00}[1张羊逃之符咒]{END}交给{0xFFFFFF00}[龙林银行]{END}。
1235,1305,0,去{0xFFFFFF00}[龙林城北边]{END}寻找{0xFFFFFF00}[龙林城哞读册]{END}。
1236,1306,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[夜光魔]{END}，收集{0xFFFFFF00}[30个夜光粉]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1237,1307,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[树妖]{END}，收集{0xFFFFFF00}[30个树枝]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1238,1308,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[魔蛋]{END}，收集{0xFFFFFF00}[30个魔蛋符咒]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1239,1309,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[魔蛋]{END}，收集{0xFFFFFF00}[30个魔蛋符咒]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1240,1310,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[树妖、夜光魔、魔蛋]{END}，收集{0xFFFFFF00}[树枝、夜光粉、魔蛋符咒各10个]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1241,1311,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[魔必方]{END}，收集{0xFFFFFF00}[30个魔必方爪]{END}交给{0xFFFFFF00}[龙林城哞读册]{END}。
1242,1312,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[九尾妖狐]{END}，收集{0xFFFFFF00}[30个狐尾]{END}，交给{0xFFFFFF00}[龙林城哞读册]{END}吧。
1243,1313,0,去{0xFFFFFF00}[龙林城南边]{END}找{0xFFFFFF00}[龙林派师弟]{END}吧。
1244,1314,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[魔蛋、魔必方。九尾妖狐]{END}，收集{0xFFFFFF00}[魔蛋符咒、魔必方爪、狐尾各10个]{END}交给{0xFFFFFF00}[龙林派师弟]{END}。
1245,1315,0,去{0xFFFFFF00}[龙林城北边]{END}寻找{0xFFFFFF00}[龙林派师兄]{END}吧。
1246,1316,0,去{0xFFFFFF00}[冥珠城南边]{END}寻找{0xFFFFFF00}[偷笔怪盗]{END}吧。
1247,1317,0,去找位于{0xFFFFFF00}[铁腕谷(7)]{END}的{0xFFFFFF00}[神檀树]{END}吧。
1248,1318,0,去{0xFFFFFF00}[冥珠城南边]{END}寻找{0xFFFFFF00}[偷笔怪盗]{END}吧。
1249,1319,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[四不象]{END}，收集{0xFFFFFF00}[30颗巨大的象牙]{END}交给{0xFFFFFF00}[偷笔怪盗]{END}吧。
1250,1320,0,击退{0xFFFFFF00}[铁腕谷]{END}的{0xFFFFFF00}[四不象]{END}，收集{0xFFFFFF00}[30颗巨大的象牙]{END}交给{0xFFFFFF00}[偷笔怪盗]{END}吧。
1251,1321,0,击退{0xFFFFFF00}[古乐山]{END}的{0xFFFFFF00}[幽冥武士]{END}，收集{0xFFFFFF00}[30个白色珍珠]{END}交给{0xFFFFFF00}[偷笔怪盗]{END}吧。
1252,1322,0,击退{0xFFFFFF00}[古乐山]{END}的{0xFFFFFF00}[豆腐鬼童]{END}，收集{0xFFFFFF00}[30个腐烂的豆腐]{END}拿给{0xFFFFFF00}[偷笔怪盗]{END}。
1253,1323,0,击退{0xFFFFFF00}[隐藏的铁腕谷(4)]{END}的{0xFFFFFF00}[1个马四掌]{END}，回到{0xFFFFFF00}[偷笔怪盗]{END}处。
1254,1324,0,去{0xFFFFFF00}[龙林城北边]{END}寻找{0xFFFFFF00}[龙林派师兄]{END}。
1255,1325,0,通过{0xFFFFFF00}[龙林城南边]{END}的{0xFFFFFF00}[黄泉结界高僧]{END}去{0xFFFFFF00}[隐蔽地狱]{END}击退怪物。
1256,1326,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1257,1327,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1258,1328,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1259,1329,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1260,1330,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1261,1331,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1262,1332,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1263,1333,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1264,1334,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1265,1335,0,去见见{0xFFFFFF00}冥珠城北{END}的{0xFFFFFF00}证明管理人{END}。
1268,1338,0,击退{0xFFFFFF00}[ 清阴谷 ]{END}的{0xFFFFFF00}[ 8只蝎角亭 ]{END}，然后回去找{0xFFFFFF00}[ 武功研究NPC ]{END}。
1269,1339,0,击退{0xFFFFFF00}[ 清阴谷 ]{END}的{0xFFFFFF00}[ 小星星 ]{END}，收集{0xFFFFFF00}[ 4个小星星的毛 ]{END}交给{0xFFFFFF00}[ 武功研究NPC ]{END}。
1270,1340,0,击退{0xFFFFFF00}[ 南清阴平原 ]{END}的{0xFFFFFF00}[ 三只手 ]{END}，收集{0xFFFFFF00}[ 6个三只手手骨 ]{END}交给{0xFFFFFF00}[ 武功研究NPC ]{END}。
1271,1341,0,击退{0xFFFFFF00}[ 清阴谷 ]{END}的{0xFFFFFF00}[ 毛毛 ]{END}，收集{0xFFFFFF00}[ 4个药草 ]{END}拿给{0xFFFFFF00}[ 清阴关宝芝林 ]{END}吧。
1272,1342,0,击退{0xFFFFFF00}[ 清阴谷 ]{END}的{0xFFFFFF00}[ 螳螂勇勇 ]{END}，收集{0xFFFFFF00}[ 3个勇勇的前脚 ]{END}交给{0xFFFFFF00}[ 武功研究NPC ]{END}。
1273,1343,0,击退{0xFFFFFF00}[ 清阴谷 ]{END}的5只{0xFFFFFF00}[ 螳螂勇勇 ]{END}后回去找{0xFFFFFF00}[ 武功研究NPC ]{END}。
1274,1344,0,去找位于{0xFFFFFF00}[ 清阴镖局 ]{END}的{0xFFFFFF00}[ 清阴银行 ]{END}吧。
1275,1345,0,去见{0xFFFFFF00}[ 龙林客栈内部 ]{END}的{0xFFFFFF00}[ 南呱湃 ]{END}。
1276,1346,0,去见{0xFFFFFF00}[ 生死之塔-悲伤之房（1） ]{END}的{0xFFFFFF00}[ 东泼肉 ]{END}。
1277,1347,0,{0xFFFFFF00}功力达100{END}之后去见{0xFFFFFF00}[ 生死地狱 ]{END}里的{0xFFFFFF00}[ 东泼肉 ]{END}。
1278,1348,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 幽冥忍者 ]{END}之后，收集{0xFFFFFF00}[ 35个黑色刀刃 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1279,1349,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 幽冥忍者 ]{END}之后，收集{0xFFFFFF00}[ 35个黑色刀刃 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1280,1350,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 侵蚀幽冥忍者 ]{END}之后，收集{0xFFFFFF00}[ 35个光泽修理剑 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1281,1351,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 影魔 ]{END}之后，收集{0xFFFFFF00}[ 35个影魔粉 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1282,1352,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 影魔 ]{END}之后，收集{0xFFFFFF00}[ 35个影魔粉 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1283,1353,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 侵蚀幽冥忍者 ]{END}之后，收集{0xFFFFFF00}[ 35个光泽修理剑 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1284,1354,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 幽冥忍者和影魔 ]{END}之后，收集{0xFFFFFF00}[ 黑色刀刃和影魔粉各15个 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1285,1355,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 火焰怪 ]{END}之后，收集{0xFFFFFF00}[ 35个火焰碎片 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1286,1356,0,在{0xFFFFFF00}[ 忘却之房 ]{END}击退{0xFFFFFF00}[ 火焰怪 ]{END}之后，收集{0xFFFFFF00}[ 35个火焰碎片 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1287,1357,0,在{0xFFFFFF00}[ 苦痛之房5分钟内 ]{END}击退{0xFFFFFF00}[ 一只火焰怪 ]{END}之后，回到{0xFFFFFF00}[ 武艺僧长经 ]{END}处。
1288,1358,0,在{0xFFFFFF00}[ 苦痛之房 ]{END}击退{0xFFFFFF00}[ 岩石怪 ]{END}之后，收集{0xFFFFFF00}[ 35个鬼声符咒 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
1289,1359,0,在{0xFFFFFF00}[ 苦痛之房 ]{END}击退{0xFFFFFF00}[ 火焰怪 ]{END}之后，收集{0xFFFFFF00}[ 35个火焰碎片 ]{END}拿给{0xFFFFFF00}[ 武艺僧长经 ]{END}。
